start,stop,label
0.0,2.007,speech
2.007,2.65,nonspeech
2.65,9.458,speech
9.458,10.096,nonspeech
10.096,13.185,speech
13.185,14.166,nonspeech
14.166,19.312,speech
19.312,20.089,nonspeech
20.089,27.282,speech
27.282,27.831,nonspeech
27.831,29.696,speech
29.696,30.122,nonspeech
30.122,32.355,speech
32.355,32.883,nonspeech
32.883,34.617,speech
34.617,35.013,nonspeech
35.013,37.918,speech
37.918,38.835,nonspeech
38.835,40.253,speech
40.253,40.659,nonspeech
40.659,45.049,speech
45.049,45.482,nonspeech
45.482,53.392,speech
53.392,53.866,nonspeech
53.866,59.145,speech
59.145,59.593,nonspeech
59.593,61.611,speech
