start,stop,label
0.0,1.296,nonspeech
1.296,2.072,speech
2.072,2.463,nonspeech
2.463,4.398,speech
4.398,6.617,nonspeech
6.617,7.466,speech
7.466,9.823,nonspeech
9.823,10.325,speech
10.325,11.09,nonspeech
11.09,11.818,speech
11.818,12.371,nonspeech
12.371,13.61,speech
13.61,17.225,nonspeech
17.225,18.765,speech
18.765,19.741,nonspeech
19.741,20.917,speech
20.917,21.782,nonspeech
21.782,22.366,speech
22.366,22.703,nonspeech
22.703,24.264,speech
24.264,26.778,nonspeech
26.778,28.159,speech
28.159,31.537,nonspeech
31.537,32.676,speech
32.676,33.894,nonspeech
33.894,35.36,speech
35.36,61.547,nonspeech
