start,stop,label
0.0,2.255,nonspeech
2.255,2.825,speech
2.825,3.252,nonspeech
3.252,5.166,speech
5.166,5.942,nonspeech
5.942,8.814,speech
8.814,9.5,nonspeech
9.5,11.145,speech
11.145,11.589,nonspeech
11.589,11.969,speech
11.969,12.459,nonspeech
12.459,13.218,speech
13.218,15.853,nonspeech
15.853,17.003,speech
17.003,19.981,nonspeech
19.981,20.198,speech
20.198,20.809,nonspeech
20.809,22.954,speech
22.954,23.418,nonspeech
23.418,23.729,speech
23.729,24.652,nonspeech
24.652,26.581,speech
26.581,27.557,nonspeech
27.557,28.791,speech
28.791,30.014,nonspeech
30.014,30.516,speech
30.516,31.587,nonspeech
31.587,34.475,speech
34.475,35.066,nonspeech
35.066,37.601,speech
37.601,38.608,nonspeech
38.608,39.241,speech
39.241,40.823,nonspeech
40.823,41.198,speech
41.198,48.656,nonspeech
48.656,49.082,speech
49.082,50.358,nonspeech
50.358,51.176,speech
51.176,51.909,nonspeech
51.909,54.592,speech
54.592,55.809,nonspeech
55.809,56.852,speech
56.852,57.653,nonspeech
57.653,59.971,speech
59.971,60.788,nonspeech
60.788,61.099,speech
