start,stop,label
0.0,1.523,speech
1.523,1.855,nonspeech
1.855,5.488,speech
5.488,5.815,nonspeech
5.815,11.591,speech
11.591,11.954,nonspeech
11.954,13.832,speech
13.832,14.666,nonspeech
14.666,18.377,speech
18.377,18.872,nonspeech
18.872,19.177,speech
19.177,19.552,nonspeech
19.552,28.203,speech
28.203,28.571,nonspeech
28.571,32.098,speech
32.098,32.859,nonspeech
32.859,39.818,speech
39.818,40.15,nonspeech
40.15,43.062,speech
43.062,43.588,nonspeech
43.588,50.606,speech
50.606,51.138,nonspeech
51.138,54.891,speech
54.891,55.258,nonspeech
55.258,58.318,speech
58.318,58.879,nonspeech
58.879,61.376,speech
