start,stop,label
0.0,5.174,speech
5.174,5.489,nonspeech
5.489,5.915,speech
5.915,6.28,nonspeech
6.28,15.708,speech
15.708,15.915,nonspeech
15.915,18.517,speech
18.517,18.88,nonspeech
18.88,28.501,speech
28.501,28.724,nonspeech
28.724,31.927,speech
31.927,32.278,nonspeech
32.278,35.045,speech
35.045,35.44,nonspeech
35.44,42.853,speech
42.853,43.437,nonspeech
43.437,45.846,speech
45.846,46.157,nonspeech
46.157,49.775,speech
49.775,50.145,nonspeech
50.145,54.654,speech
54.654,54.925,nonspeech
54.925,58.33,speech
58.33,58.616,nonspeech
58.616,61.056,speech
