start,stop,label
0.0,0.474,speech
0.474,0.896,nonspeech
0.896,4.779,speech
4.779,5.184,nonspeech
5.184,10.846,speech
10.846,11.251,nonspeech
11.251,13.409,speech
13.409,13.746,nonspeech
13.746,15.395,speech
15.395,15.854,nonspeech
15.854,16.42,speech
16.42,16.857,nonspeech
16.857,22.275,speech
22.275,22.67,nonspeech
22.67,31.024,speech
31.024,31.403,nonspeech
31.403,31.951,speech
31.951,32.283,nonspeech
32.283,41.756,speech
41.756,42.12,nonspeech
42.12,46.071,speech
46.071,46.398,nonspeech
46.398,49.307,speech
49.307,49.733,nonspeech
49.733,51.57,speech
51.57,51.918,nonspeech
51.918,57.015,speech
57.015,57.486,nonspeech
57.486,60.779,speech
