start,stop,label
0.0,0.491,speech
0.491,0.999,nonspeech
0.999,6.095,speech
6.095,6.639,nonspeech
6.639,9.47,speech
9.47,9.926,nonspeech
9.926,12.408,speech
12.408,12.787,nonspeech
12.787,17.267,speech
17.267,17.655,nonspeech
17.655,23.63,speech
23.63,24.104,nonspeech
24.104,28.911,speech
28.911,29.293,nonspeech
29.293,33.768,speech
33.768,34.193,nonspeech
34.193,36.248,speech
36.248,36.612,nonspeech
36.612,39.599,speech
39.599,39.978,nonspeech
39.978,43.187,speech
43.187,43.637,nonspeech
43.637,46.285,speech
46.285,46.744,nonspeech
46.744,50.885,speech
50.885,51.28,nonspeech
51.28,56.258,speech
56.258,56.828,nonspeech
56.828,57.809,speech
57.809,58.215,nonspeech
58.215,60.843,speech
