start,stop,label
0.0,1.96,speech
1.96,2.915,nonspeech
2.915,4.739,speech
4.739,5.235,nonspeech
5.235,8.376,speech
8.376,9.209,nonspeech
9.209,11.007,speech
11.007,11.472,nonspeech
11.472,14.987,speech
14.987,15.683,nonspeech
15.683,17.112,speech
17.112,21.45,nonspeech
21.45,24.307,speech
24.307,25.002,nonspeech
25.002,26.078,speech
26.078,26.79,nonspeech
26.79,31.443,speech
31.443,31.997,nonspeech
31.997,36.808,speech
36.808,37.404,nonspeech
37.404,40.408,speech
40.408,41.569,nonspeech
41.569,60.181,speech
