start,stop,label
0.0,3.156,speech
3.156,4.423,nonspeech
4.423,5.15,speech
5.15,6.961,nonspeech
6.961,10.081,speech
10.081,13.064,nonspeech
13.064,14.314,speech
14.314,14.684,nonspeech
14.684,20.823,speech
20.823,21.799,nonspeech
21.799,22.411,speech
22.411,22.929,nonspeech
22.929,23.747,speech
23.747,24.221,nonspeech
24.221,28.142,speech
28.142,28.68,nonspeech
28.68,30.309,speech
30.309,30.984,nonspeech
30.984,31.738,speech
31.738,34.48,nonspeech
34.48,35.087,speech
35.087,36.079,nonspeech
36.079,37.034,speech
37.034,39.185,nonspeech
39.185,40.104,speech
40.104,41.322,nonspeech
41.322,42.229,speech
42.229,43.052,nonspeech
43.052,44.155,speech
44.155,48.36,nonspeech
48.36,48.935,speech
48.935,49.326,nonspeech
49.326,50.46,speech
50.46,53.55,nonspeech
53.55,54.946,speech
54.946,56.3,nonspeech
56.3,57.332,speech
57.332,57.775,nonspeech
57.775,58.339,speech
58.339,59.15,nonspeech
59.15,61.073,speech
61.073,61.611,nonspeech
