start,stop,label
0.0,2.062,speech
2.062,2.403,nonspeech
2.403,3.857,speech
3.857,4.131,nonspeech
4.131,11.257,speech
11.257,11.642,nonspeech
11.642,15.236,speech
15.236,15.593,nonspeech
15.593,17.822,speech
17.822,18.191,nonspeech
18.191,29.16,speech
29.16,29.362,nonspeech
29.362,36.131,speech
36.131,36.597,nonspeech
36.597,40.498,speech
40.498,40.841,nonspeech
40.841,44.442,speech
44.442,45.294,nonspeech
45.294,49.065,speech
49.065,50.504,nonspeech
50.504,53.471,speech
53.471,55.253,nonspeech
55.253,56.097,speech
56.097,56.851,nonspeech
56.851,61.141,speech
