start,stop,label
0.0,0.77,nonspeech
0.77,2.845,speech
2.845,7.381,nonspeech
7.381,10.906,speech
10.906,11.665,nonspeech
11.665,16.027,speech
16.027,19.868,nonspeech
19.868,22.429,speech
22.429,23.519,nonspeech
23.519,24.847,speech
24.847,29.573,nonspeech
29.573,31.905,speech
31.905,33.944,nonspeech
33.944,35.893,speech
35.893,36.898,nonspeech
36.898,38.895,speech
38.895,41.107,nonspeech
41.107,44.148,speech
44.148,44.925,nonspeech
44.925,46.658,speech
46.658,47.08,nonspeech
47.08,50.587,speech
50.587,52.091,nonspeech
52.091,53.936,speech
53.936,54.903,nonspeech
54.903,56.164,speech
56.164,57.395,nonspeech
57.395,58.264,speech
58.264,59.487,nonspeech
59.487,60.704,speech
60.704,61.568,nonspeech
