start,stop,label
0.0,0.411,speech
0.411,1.754,nonspeech
1.754,2.54,speech
2.54,3.509,nonspeech
3.509,6.765,speech
6.765,7.092,nonspeech
7.092,8.915,speech
8.915,10.756,nonspeech
10.756,13.878,speech
13.878,15.049,nonspeech
15.049,16.187,speech
16.187,17.003,nonspeech
17.003,18.315,speech
18.315,20.117,nonspeech
20.117,22.072,speech
22.072,24.474,nonspeech
24.474,29.698,speech
29.698,32.195,nonspeech
32.195,34.941,speech
34.941,36.12,nonspeech
36.12,39.517,speech
39.517,42.262,nonspeech
42.262,44.599,speech
44.599,46.318,nonspeech
46.318,49.779,speech
49.779,50.942,nonspeech
50.942,53.451,speech
53.451,56.033,nonspeech
56.033,56.888,speech
56.888,57.645,nonspeech
57.645,58.254,speech
58.254,59.811,nonspeech
59.811,60.032,speech
