start,stop,label
0.0,1.886,speech
1.886,2.524,nonspeech
2.524,2.945,speech
2.945,5.848,nonspeech
5.848,7.972,speech
7.972,9.827,nonspeech
9.827,17.005,speech
17.005,17.404,nonspeech
17.404,18.553,speech
18.553,19.069,nonspeech
19.069,25.564,speech
25.564,26.088,nonspeech
26.088,26.699,speech
26.699,27.168,nonspeech
27.168,30.161,speech
30.161,30.704,nonspeech
30.704,33.375,speech
33.375,33.818,nonspeech
33.818,43.873,speech
43.873,44.262,nonspeech
44.262,50.259,speech
50.259,50.644,nonspeech
50.644,52.643,speech
52.643,53.028,nonspeech
53.028,54.234,speech
54.234,56.626,nonspeech
56.626,57.669,speech
57.669,58.202,nonspeech
58.202,60.288,speech
