start,stop,label
0.0,0.711,nonspeech
0.711,6.259,speech
6.259,12.503,nonspeech
12.503,13.078,speech
13.078,13.695,nonspeech
13.695,15.382,speech
15.382,23.118,nonspeech
23.118,27.972,speech
27.972,28.79,nonspeech
28.79,33.612,speech
33.612,33.986,nonspeech
33.986,38.155,speech
38.155,38.76,nonspeech
38.76,40.352,speech
40.352,47.413,nonspeech
47.413,48.078,speech
48.078,48.616,nonspeech
48.616,50.566,speech
50.566,51.064,nonspeech
51.064,51.443,speech
51.443,52.444,nonspeech
52.444,52.929,speech
52.929,53.513,nonspeech
53.513,55.684,speech
55.684,59.341,nonspeech
59.341,60.373,speech
