start,stop,label
0.0,0.084,nonspeech
0.084,1.454,speech
1.454,2.05,nonspeech
2.05,8.278,speech
8.278,8.831,nonspeech
8.831,14.291,speech
14.291,15.272,nonspeech
15.272,18.341,speech
18.341,19.272,nonspeech
19.272,20.453,speech
20.453,21.461,nonspeech
21.461,24.362,speech
24.362,24.749,nonspeech
24.749,25.85,speech
25.85,26.288,nonspeech
26.288,26.963,speech
26.963,27.285,nonspeech
27.285,27.539,speech
27.539,27.936,nonspeech
27.936,30.013,speech
30.013,30.403,nonspeech
30.403,35.154,speech
35.154,35.359,nonspeech
35.359,38.697,speech
38.697,41.127,nonspeech
41.127,43.783,speech
43.783,44.134,nonspeech
44.134,49.178,speech
49.178,51.733,nonspeech
51.733,53.505,speech
53.505,55.149,nonspeech
55.149,59.722,speech
59.722,59.87,nonspeech
59.87,60.987,speech
60.987,61.292,nonspeech
61.292,61.419,speech
