start,stop,label
0.0,3.504,speech
3.504,3.846,nonspeech
3.846,9.905,speech
9.905,11.093,nonspeech
11.093,18.211,speech
18.211,18.653,nonspeech
18.653,24.666,speech
24.666,25.104,nonspeech
25.104,28.85,speech
28.85,29.94,nonspeech
29.94,37.252,speech
37.252,37.665,nonspeech
37.665,43.082,speech
43.082,43.435,nonspeech
43.435,45.634,speech
45.634,45.977,nonspeech
45.977,51.026,speech
51.026,51.363,nonspeech
51.363,53.159,speech
53.159,53.812,nonspeech
53.812,60.998,speech
60.998,61.421,nonspeech
61.421,61.931,speech
