start,stop,label
0.0,1.828,speech
1.828,2.165,nonspeech
2.165,6.876,speech
6.876,7.287,nonspeech
7.287,11.872,speech
11.872,12.278,nonspeech
12.278,18.745,speech
18.745,19.131,nonspeech
19.131,23.65,speech
23.65,23.992,nonspeech
23.992,26.378,speech
26.378,26.794,nonspeech
26.794,32.265,speech
32.265,32.676,nonspeech
32.676,38.203,speech
38.203,38.566,nonspeech
38.566,41.274,speech
41.274,41.628,nonspeech
41.628,44.29,speech
44.29,44.638,nonspeech
44.638,50.822,speech
50.822,51.176,nonspeech
51.176,56.13,speech
56.13,56.414,nonspeech
56.414,58.137,speech
58.137,59.541,nonspeech
59.541,61.291,speech
