label,start,stop
nonspeech,0.0,0.01
speech,0.01,4.94
nonspeech,4.94,5.73
speech,5.73,9.8
nonspeech,9.8,10.98
speech,10.98,12.95
nonspeech,12.95,13.28
speech,13.28,13.69
nonspeech,13.69,14.5
speech,14.5,16.13
nonspeech,16.13,16.66
speech,16.66,17.35
nonspeech,17.35,20.23
speech,20.23,22.5
nonspeech,22.5,22.69
speech,22.69,23.23
nonspeech,23.23,23.34
speech,23.34,23.65
nonspeech,23.65,24.27
speech,24.27,26.03
nonspeech,26.03,27.99
speech,27.99,28.35
nonspeech,28.35,28.9
speech,28.9,31.05
nonspeech,31.05,31.31
speech,31.31,31.57
nonspeech,31.57,32.12
speech,32.12,40.22
nonspeech,40.22,40.64
speech,40.64,42.8
nonspeech,42.8,43.13
speech,43.13,48.72
nonspeech,48.72,49.05
speech,49.05,61.15
nonspeech,61.15,61.16
