label,start,stop
nonspeech,0.0,0.27
speech,0.27,2.13
nonspeech,2.13,2.2
speech,2.2,9.31
nonspeech,9.31,9.41
speech,9.41,11.13
nonspeech,11.13,11.26
speech,11.26,13.11
nonspeech,13.11,13.22
speech,13.22,19.12
nonspeech,19.12,19.17
speech,19.17,20.48
nonspeech,20.48,20.53
speech,20.53,23.67
nonspeech,23.67,23.68
speech,23.68,24.28
nonspeech,24.28,24.83
speech,24.83,27.68
nonspeech,27.68,27.94
speech,27.94,29.34
nonspeech,29.34,29.51
speech,29.51,39.05
nonspeech,39.05,39.14
speech,39.14,40.39
nonspeech,40.39,40.58
speech,40.58,46.8
nonspeech,46.8,46.84
speech,46.84,50.52
nonspeech,50.52,50.55
speech,50.55,52.3
nonspeech,52.3,52.31
speech,52.31,60.77
nonspeech,60.77,60.78
