label,start,stop
nonspeech,0.0,0.14
speech,0.14,12.58
nonspeech,12.58,12.79
speech,12.79,17.26
nonspeech,17.26,17.38
speech,17.38,17.84
nonspeech,17.84,18.08
speech,18.08,20.46
nonspeech,20.46,21.04
speech,21.04,21.92
nonspeech,21.92,22.61
speech,22.61,27.82
nonspeech,27.82,27.91
speech,27.91,28.42
nonspeech,28.42,28.49
speech,28.49,33.15
nonspeech,33.15,33.39
speech,33.39,33.72
nonspeech,33.72,34.03
speech,34.03,35.75
nonspeech,35.75,35.77
speech,35.77,38.27
nonspeech,38.27,38.38
speech,38.38,54.21
nonspeech,54.21,54.27
speech,54.27,59.98
nonspeech,59.98,59.99
