label,start,stop
nonspeech,0.0,0.09
speech,0.09,1.01
nonspeech,1.01,1.22
speech,1.22,2.9
nonspeech,2.9,3.25
speech,3.25,3.69
nonspeech,3.69,3.91
speech,3.91,5.34
nonspeech,5.34,5.43
speech,5.43,7.37
nonspeech,7.37,7.54
speech,7.54,9.25
nonspeech,9.25,9.4
speech,9.4,9.9
nonspeech,9.9,9.95
speech,9.95,9.98
nonspeech,9.98,10.1
speech,10.1,11.65
nonspeech,11.65,11.81
speech,11.81,13.19
nonspeech,13.19,13.37
speech,13.37,16.3
nonspeech,16.3,16.38
speech,16.38,18.59
nonspeech,18.59,18.62
speech,18.62,20.15
nonspeech,20.15,20.29
speech,20.29,21.97
nonspeech,21.97,22.21
speech,22.21,22.99
nonspeech,22.99,23.31
speech,23.31,24.64
nonspeech,24.64,24.87
speech,24.87,27.89
nonspeech,27.89,28.07
speech,28.07,29.28
nonspeech,29.28,29.43
speech,29.43,32.87
nonspeech,32.87,33.39
speech,33.39,34.46
nonspeech,34.46,34.58
speech,34.58,37.45
nonspeech,37.45,38.18
speech,38.18,39.5
nonspeech,39.5,39.57
speech,39.57,42.1
nonspeech,42.1,42.14
speech,42.14,45.94
nonspeech,45.94,46.27
speech,46.27,48.2
nonspeech,48.2,48.32
speech,48.32,50.26
nonspeech,50.26,50.61
speech,50.61,51.95
nonspeech,51.95,52.33
speech,52.33,54.81
nonspeech,54.81,54.96
speech,54.96,56.32
nonspeech,56.32,56.67
speech,56.67,58.75
nonspeech,58.75,58.89
speech,58.89,60.83
nonspeech,60.83,60.84
