label,start,stop
nonspeech,0.0,0.01
speech,0.01,2.04
nonspeech,2.04,2.92
speech,2.92,4.39
nonspeech,4.39,6.07
speech,6.07,7.04
nonspeech,7.04,7.25
speech,7.25,9.87
nonspeech,9.87,10.96
speech,10.96,12.83
nonspeech,12.83,13.21
speech,13.21,14.84
nonspeech,14.84,14.91
speech,14.91,15.65
nonspeech,15.65,16.24
speech,16.24,17.72
nonspeech,17.72,19.6
speech,19.6,21.43
nonspeech,21.43,22.0
speech,22.0,25.56
nonspeech,25.56,26.33
speech,26.33,29.71
nonspeech,29.71,32.29
speech,32.29,34.83
nonspeech,34.83,35.46
speech,35.46,36.22
nonspeech,36.22,37.04
speech,37.04,37.69
nonspeech,37.69,38.64
speech,38.64,39.37
nonspeech,39.37,40.57
speech,40.57,41.77
nonspeech,41.77,42.08
speech,42.08,45.23
nonspeech,45.23,45.96
speech,45.96,47.58
nonspeech,47.58,48.19
speech,48.19,49.98
nonspeech,49.98,50.75
speech,50.75,53.93
nonspeech,53.93,55.21
speech,55.21,56.3
nonspeech,56.3,57.12
speech,57.12,58.87
nonspeech,58.87,60.01
