label,start,stop
speech,0.0,1.2
nonspeech,1.2,1.26
speech,1.26,2.9
nonspeech,2.9,3.0
speech,3.0,4.02
nonspeech,4.02,4.53
speech,4.53,4.97
nonspeech,4.97,5.45
speech,5.45,9.57
nonspeech,9.57,9.88
speech,9.88,11.66
nonspeech,11.66,11.74
speech,11.74,12.36
nonspeech,12.36,12.89
speech,12.89,13.68
nonspeech,13.68,14.38
speech,14.38,15.08
nonspeech,15.08,16.44
speech,16.44,17.62
nonspeech,17.62,17.75
speech,17.75,18.33
nonspeech,18.33,18.78
speech,18.78,21.43
nonspeech,21.43,22.06
speech,22.06,24.19
nonspeech,24.19,26.0
speech,26.0,26.77
nonspeech,26.77,27.03
speech,27.03,29.98
nonspeech,29.98,30.96
speech,30.96,32.29
nonspeech,32.29,32.5
speech,32.5,33.15
nonspeech,33.15,34.28
speech,34.28,35.11
nonspeech,35.11,36.46
speech,36.46,38.96
nonspeech,38.96,39.18
speech,39.18,40.15
nonspeech,40.15,40.42
speech,40.42,40.99
nonspeech,40.99,41.35
speech,41.35,43.45
nonspeech,43.45,43.71
speech,43.71,44.86
nonspeech,44.86,45.49
speech,45.49,46.88
nonspeech,46.88,47.79
speech,47.79,51.46
nonspeech,51.46,51.84
speech,51.84,53.8
nonspeech,53.8,54.55
speech,54.55,54.96
nonspeech,54.96,55.25
speech,55.25,57.11
nonspeech,57.11,57.54
speech,57.54,59.85
nonspeech,59.85,59.95
speech,59.95,61.04
nonspeech,61.04,61.08
