label,start,stop
nonspeech,0.0,0.26
speech,0.26,1.88
nonspeech,1.88,1.9
speech,1.9,3.02
nonspeech,3.02,3.49
speech,3.49,7.78
nonspeech,7.78,7.84
speech,7.84,8.76
nonspeech,8.76,8.78
speech,8.78,8.84
nonspeech,8.84,9.0
speech,9.0,10.86
nonspeech,10.86,11.28
speech,11.28,14.53
nonspeech,14.53,14.54
speech,14.54,14.6
nonspeech,14.6,14.77
speech,14.77,36.35
nonspeech,36.35,36.6
speech,36.6,37.35
nonspeech,37.35,37.48
speech,37.48,38.67
nonspeech,38.67,38.82
speech,38.82,39.86
nonspeech,39.86,40.08
speech,40.08,40.82
nonspeech,40.82,41.32
speech,41.32,42.41
nonspeech,42.41,42.54
speech,42.54,48.36
nonspeech,48.36,48.57
speech,48.57,48.98
nonspeech,48.98,49.15
speech,49.15,51.02
nonspeech,51.02,51.39
speech,51.39,53.75
nonspeech,53.75,53.93
speech,53.93,54.6
nonspeech,54.6,54.73
speech,54.73,55.37
nonspeech,55.37,55.45
speech,55.45,56.02
nonspeech,56.02,56.57
speech,56.57,56.63
nonspeech,56.63,56.74
speech,56.74,57.78
nonspeech,57.78,58.37
speech,58.37,59.03
nonspeech,59.03,59.07
speech,59.07,60.88
nonspeech,60.88,60.89
