label,start,stop
nonspeech,0.0,1.61
speech,1.61,2.99
nonspeech,2.99,3.64
speech,3.64,6.49
nonspeech,6.49,6.64
speech,6.64,7.65
nonspeech,7.65,8.41
speech,8.41,9.28
nonspeech,9.28,9.9
speech,9.9,10.6
nonspeech,10.6,11.22
speech,11.22,12.14
nonspeech,12.14,12.89
speech,12.89,14.44
nonspeech,14.44,15.32
speech,15.32,16.87
nonspeech,16.87,17.2
speech,17.2,18.34
nonspeech,18.34,18.91
speech,18.91,20.81
nonspeech,20.81,21.57
speech,21.57,24.54
nonspeech,24.54,24.87
speech,24.87,28.88
nonspeech,28.88,29.73
speech,29.73,30.95
nonspeech,30.95,32.7
speech,32.7,34.03
nonspeech,34.03,34.52
speech,34.52,36.04
nonspeech,36.04,37.51
speech,37.51,41.15
nonspeech,41.15,42.53
speech,42.53,45.01
nonspeech,45.01,45.65
speech,45.65,49.23
nonspeech,49.23,49.68
speech,49.68,50.4
nonspeech,50.4,51.91
speech,51.91,53.44
nonspeech,53.44,54.99
speech,54.99,59.99
nonspeech,59.99,60.01
