label,start,stop
nonspeech,0.0,0.01
speech,0.01,1.2
nonspeech,1.2,2.32
speech,2.32,6.99
nonspeech,6.99,7.88
speech,7.88,9.03
nonspeech,9.03,9.26
speech,9.26,10.93
nonspeech,10.93,11.52
speech,11.52,14.35
nonspeech,14.35,15.42
speech,15.42,16.1
nonspeech,16.1,16.97
speech,16.97,20.15
nonspeech,20.15,21.52
speech,21.52,23.99
nonspeech,23.99,25.32
speech,25.32,26.65
nonspeech,26.65,27.23
speech,27.23,32.54
nonspeech,32.54,32.89
speech,32.89,35.81
nonspeech,35.81,36.64
speech,36.64,38.43
nonspeech,38.43,38.44
speech,38.44,39.83
nonspeech,39.83,40.2
speech,40.2,41.91
nonspeech,41.91,42.54
speech,42.54,45.44
nonspeech,45.44,51.27
speech,51.27,51.93
nonspeech,51.93,52.56
speech,52.56,53.19
nonspeech,53.19,57.3
speech,57.3,60.03
nonspeech,60.03,61.87
