label,start,stop
nonspeech,0.0,0.01
speech,0.01,0.81
nonspeech,0.81,1.0
speech,1.0,4.91
nonspeech,4.91,5.18
speech,5.18,8.64
nonspeech,8.64,8.87
speech,8.87,14.69
nonspeech,14.69,14.97
speech,14.97,15.59
nonspeech,15.59,15.75
speech,15.75,16.38
nonspeech,16.38,16.46
speech,16.46,25.31
nonspeech,25.31,25.41
speech,25.41,28.53
nonspeech,28.53,28.73
speech,28.73,35.38
nonspeech,35.38,35.49
speech,35.49,46.86
nonspeech,46.86,46.87
speech,46.87,54.73
nonspeech,54.73,55.64
speech,55.64,59.98
nonspeech,59.98,59.99
