label,start,stop
nonspeech,0.0,0.07
speech,0.07,1.29
nonspeech,1.29,1.75
speech,1.75,5.96
nonspeech,5.96,5.99
speech,5.99,10.4
nonspeech,10.4,11.11
speech,11.11,12.44
nonspeech,12.44,12.56
speech,12.56,17.53
nonspeech,17.53,17.57
speech,17.57,20.42
nonspeech,20.42,20.67
speech,20.67,22.06
nonspeech,22.06,22.57
speech,22.57,25.61
nonspeech,25.61,26.24
speech,26.24,26.78
nonspeech,26.78,27.31
speech,27.31,27.81
nonspeech,27.81,28.17
speech,28.17,30.34
nonspeech,30.34,30.77
speech,30.77,32.67
nonspeech,32.67,33.1
speech,33.1,33.61
nonspeech,33.61,34.22
speech,34.22,34.82
nonspeech,34.82,34.97
speech,34.97,35.4
nonspeech,35.4,35.49
speech,35.49,36.87
nonspeech,36.87,37.06
speech,37.06,37.77
nonspeech,37.77,37.88
speech,37.88,38.79
nonspeech,38.79,39.29
speech,39.29,41.76
nonspeech,41.76,41.87
speech,41.87,43.36
nonspeech,43.36,43.41
speech,43.41,44.13
nonspeech,44.13,44.56
speech,44.56,45.47
nonspeech,45.47,46.32
speech,46.32,46.89
nonspeech,46.89,47.64
speech,47.64,49.76
nonspeech,49.76,50.54
speech,50.54,51.58
nonspeech,51.58,51.97
speech,51.97,53.58
nonspeech,53.58,53.99
speech,53.99,54.78
nonspeech,54.78,54.84
speech,54.84,55.52
nonspeech,55.52,58.04
speech,58.04,59.85
nonspeech,59.85,60.01
speech,60.01,60.92
nonspeech,60.92,60.93
