label,start,stop
nonspeech,0.0,0.24
speech,0.24,3.14
nonspeech,3.14,3.43
speech,3.43,4.92
nonspeech,4.92,5.16
speech,5.16,8.76
nonspeech,8.76,9.3
speech,9.3,10.94
nonspeech,10.94,11.09
speech,11.09,12.74
nonspeech,12.74,12.9
speech,12.9,14.19
nonspeech,14.19,14.3
speech,14.3,16.49
nonspeech,16.49,16.53
speech,16.53,21.38
nonspeech,21.38,21.88
speech,21.88,23.94
nonspeech,23.94,24.85
speech,24.85,26.2
nonspeech,26.2,26.3
speech,26.3,27.69
nonspeech,27.69,27.84
speech,27.84,34.42
nonspeech,34.42,34.43
speech,34.43,36.48
nonspeech,36.48,36.72
speech,36.72,45.32
nonspeech,45.32,45.41
speech,45.41,53.16
nonspeech,53.16,53.4
speech,53.4,59.23
nonspeech,59.23,59.4
speech,59.4,59.94
nonspeech,59.94,59.95
