label,start,stop
speech,0.0,0.38
nonspeech,0.38,0.52
speech,0.52,2.23
nonspeech,2.23,2.34
speech,2.34,3.85
nonspeech,3.85,4.11
speech,4.11,5.08
nonspeech,5.08,5.12
speech,5.12,8.92
nonspeech,8.92,9.08
speech,9.08,10.96
nonspeech,10.96,11.26
speech,11.26,15.28
nonspeech,15.28,15.51
speech,15.51,17.33
nonspeech,17.33,17.8
speech,17.8,21.96
nonspeech,21.96,22.05
speech,22.05,25.49
nonspeech,25.49,26.12
speech,26.12,29.01
nonspeech,29.01,29.23
speech,29.23,31.51
nonspeech,31.51,32.16
speech,32.16,35.31
nonspeech,35.31,35.69
speech,35.69,39.63
nonspeech,39.63,40.33
speech,40.33,42.51
nonspeech,42.51,42.67
speech,42.67,47.54
nonspeech,47.54,47.93
speech,47.93,49.33
nonspeech,49.33,49.51
speech,49.51,52.08
nonspeech,52.08,52.13
speech,52.13,57.39
nonspeech,57.39,57.6
speech,57.6,59.8
nonspeech,59.8,59.99
