label,start,stop
nonspeech,0.0,0.18
speech,0.18,11.62
nonspeech,11.62,11.72
speech,11.72,12.57
nonspeech,12.57,12.65
speech,12.65,15.69
nonspeech,15.69,15.78
speech,15.78,17.36
nonspeech,17.36,18.43
speech,18.43,25.66
nonspeech,25.66,25.77
speech,25.77,29.02
nonspeech,29.02,29.04
speech,29.04,38.92
nonspeech,38.92,39.14
speech,39.14,42.73
nonspeech,42.73,42.89
speech,42.89,45.56
nonspeech,45.56,46.11
speech,46.11,48.5
nonspeech,48.5,48.96
speech,48.96,52.27
nonspeech,52.27,53.93
speech,53.93,55.61
nonspeech,55.61,55.66
speech,55.66,57.99
nonspeech,57.99,58.13
speech,58.13,60.18
nonspeech,60.18,60.24
speech,60.24,60.66
nonspeech,60.66,60.72
speech,60.72,61.24
nonspeech,61.24,61.25
