label,start,stop
nonspeech,0.0,0.01
speech,0.01,0.75
nonspeech,0.75,1.24
speech,1.24,2.54
nonspeech,2.54,3.05
speech,3.05,5.97
nonspeech,5.97,5.98
speech,5.98,6.0
nonspeech,6.0,6.33
speech,6.33,8.11
nonspeech,8.11,9.11
speech,9.11,10.33
nonspeech,10.33,12.28
speech,12.28,12.86
nonspeech,12.86,14.22
speech,14.22,17.28
nonspeech,17.28,17.87
speech,17.87,19.7
nonspeech,19.7,20.14
speech,20.14,23.68
nonspeech,23.68,24.75
speech,24.75,28.82
nonspeech,28.82,29.87
speech,29.87,34.01
nonspeech,34.01,34.65
speech,34.65,37.06
nonspeech,37.06,37.78
speech,37.78,39.67
nonspeech,39.67,40.15
speech,40.15,41.38
nonspeech,41.38,41.53
speech,41.53,43.14
nonspeech,43.14,43.26
speech,43.26,44.54
nonspeech,44.54,45.26
speech,45.26,51.92
nonspeech,51.92,54.14
speech,54.14,56.22
nonspeech,56.22,56.46
speech,56.46,58.87
nonspeech,58.87,58.91
speech,58.91,60.85
nonspeech,60.85,61.4
speech,61.4,61.88
nonspeech,61.88,61.89
