label,start,stop
nonspeech,0.0,0.01
speech,0.01,1.03
nonspeech,1.03,1.04
speech,1.04,1.49
nonspeech,1.49,1.64
speech,1.64,2.25
nonspeech,2.25,2.57
speech,2.57,2.6
nonspeech,2.6,2.71
speech,2.71,4.97
nonspeech,4.97,4.99
speech,4.99,5.5
nonspeech,5.5,6.04
speech,6.04,6.81
nonspeech,6.81,7.34
speech,7.34,8.31
nonspeech,8.31,8.33
speech,8.33,8.83
nonspeech,8.83,9.16
speech,9.16,12.9
nonspeech,12.9,13.02
speech,13.02,15.39
nonspeech,15.39,15.44
speech,15.44,16.34
nonspeech,16.34,16.67
speech,16.67,17.03
nonspeech,17.03,20.14
speech,20.14,26.73
nonspeech,26.73,27.28
speech,27.28,28.82
nonspeech,28.82,29.16
speech,29.16,30.13
nonspeech,30.13,30.69
speech,30.69,32.47
nonspeech,32.47,33.19
speech,33.19,39.04
nonspeech,39.04,39.27
speech,39.27,47.55
nonspeech,47.55,48.12
speech,48.12,53.3
nonspeech,53.3,53.45
speech,53.45,59.68
nonspeech,59.68,59.82
speech,59.82,61.88
nonspeech,61.88,61.89
