label,start,stop
nonspeech,0.0,0.03
speech,0.03,0.41
nonspeech,0.41,0.46
speech,0.46,5.85
nonspeech,5.85,5.92
speech,5.92,9.56
nonspeech,9.56,9.96
speech,9.96,13.62
nonspeech,13.62,13.73
speech,13.73,15.96
nonspeech,15.96,16.22
speech,16.22,17.23
nonspeech,17.23,17.84
speech,17.84,32.85
nonspeech,32.85,33.62
speech,33.62,34.15
nonspeech,34.15,34.36
speech,34.36,35.91
nonspeech,35.91,35.99
speech,35.99,37.34
nonspeech,37.34,37.48
speech,37.48,41.31
nonspeech,41.31,41.91
speech,41.91,42.72
nonspeech,42.72,42.96
speech,42.96,43.53
nonspeech,43.53,44.15
speech,44.15,44.69
nonspeech,44.69,44.94
speech,44.94,45.5
nonspeech,45.5,45.99
speech,45.99,48.36
nonspeech,48.36,48.49
speech,48.49,51.76
nonspeech,51.76,51.77
speech,51.77,53.42
nonspeech,53.42,54.11
speech,54.11,55.54
nonspeech,55.54,55.67
speech,55.67,57.5
nonspeech,57.5,58.09
speech,58.09,59.48
nonspeech,59.48,60.88
speech,60.88,61.21
nonspeech,61.21,61.59
speech,61.59,61.82
nonspeech,61.82,61.83
