label,start,stop
nonspeech,0.0,0.37
speech,0.37,2.19
nonspeech,2.19,3.03
speech,3.03,9.73
nonspeech,9.73,10.51
speech,10.51,20.26
nonspeech,20.26,20.78
speech,20.78,26.83
nonspeech,26.83,26.97
speech,26.97,34.21
nonspeech,34.21,34.26
speech,34.26,35.67
nonspeech,35.67,35.74
speech,35.74,47.04
nonspeech,47.04,47.2
speech,47.2,50.35
nonspeech,50.35,50.93
speech,50.93,53.9
nonspeech,53.9,55.13
speech,55.13,58.03
nonspeech,58.03,59.16
speech,59.16,59.57
nonspeech,59.57,59.69
speech,59.69,60.34
nonspeech,60.34,60.35
