label,start,stop
nonspeech,0.0,0.37
speech,0.37,2.43
nonspeech,2.43,2.47
speech,2.47,3.62
nonspeech,3.62,3.76
speech,3.76,7.96
nonspeech,7.96,8.23
speech,8.23,11.81
nonspeech,11.81,11.93
speech,11.93,14.68
nonspeech,14.68,14.78
speech,14.78,16.1
nonspeech,16.1,16.3
speech,16.3,17.94
nonspeech,17.94,18.1
speech,18.1,20.83
nonspeech,20.83,20.88
speech,20.88,25.85
nonspeech,25.85,26.06
speech,26.06,27.63
nonspeech,27.63,27.73
speech,27.73,29.19
nonspeech,29.19,29.3
speech,29.3,35.03
nonspeech,35.03,35.24
speech,35.24,37.21
nonspeech,37.21,37.48
speech,37.48,44.66
nonspeech,44.66,44.73
speech,44.73,48.15
nonspeech,48.15,48.25
speech,48.25,53.72
nonspeech,53.72,54.88
speech,54.88,59.37
nonspeech,59.37,59.54
speech,59.54,59.98
nonspeech,59.98,60.01
