label,start,stop
nonspeech,0.0,0.1
speech,0.1,10.09
nonspeech,10.09,10.13
speech,10.13,13.58
nonspeech,13.58,14.26
speech,14.26,17.73
nonspeech,17.73,17.88
speech,17.88,20.19
nonspeech,20.19,20.43
speech,20.43,22.0
nonspeech,22.0,22.16
speech,22.16,24.06
nonspeech,24.06,24.2
speech,24.2,25.34
nonspeech,25.34,25.69
speech,25.69,27.34
nonspeech,27.34,27.39
speech,27.39,28.55
nonspeech,28.55,29.16
speech,29.16,32.05
nonspeech,32.05,32.14
speech,32.14,34.13
nonspeech,34.13,34.18
speech,34.18,36.2
nonspeech,36.2,36.39
speech,36.39,37.86
nonspeech,37.86,38.03
speech,38.03,41.81
nonspeech,41.81,41.82
speech,41.82,42.65
nonspeech,42.65,42.87
speech,42.87,43.47
nonspeech,43.47,43.48
speech,43.48,44.74
nonspeech,44.74,44.86
speech,44.86,46.19
nonspeech,46.19,46.52
speech,46.52,52.25
nonspeech,52.25,52.3
speech,52.3,55.91
nonspeech,55.91,56.19
speech,56.19,56.97
nonspeech,56.97,57.17
speech,57.17,59.12
nonspeech,59.12,59.27
speech,59.27,60.1
nonspeech,60.1,60.14
speech,60.14,60.54
nonspeech,60.54,60.55
