label,start,stop
nonspeech,0.0,0.1
speech,0.1,1.25
nonspeech,1.25,1.45
speech,1.45,11.01
nonspeech,11.01,11.14
speech,11.14,17.13
nonspeech,17.13,17.76
speech,17.76,18.43
nonspeech,18.43,18.49
speech,18.49,27.19
nonspeech,27.19,27.31
speech,27.31,31.57
nonspeech,31.57,31.58
speech,31.58,32.26
nonspeech,32.26,33.11
speech,33.11,34.55
nonspeech,34.55,34.98
speech,34.98,35.92
nonspeech,35.92,36.04
speech,36.04,37.6
nonspeech,37.6,38.06
speech,38.06,38.66
nonspeech,38.66,38.7
speech,38.7,39.69
nonspeech,39.69,40.06
speech,40.06,60.0
nonspeech,60.0,60.01
