label,start,stop
nonspeech,0.0,0.75
speech,0.75,3.24
nonspeech,3.24,3.27
speech,3.27,4.25
nonspeech,4.25,4.67
speech,4.67,5.99
nonspeech,5.99,6.19
speech,6.19,9.37
nonspeech,9.37,9.92
speech,9.92,11.99
nonspeech,11.99,12.09
speech,12.09,13.76
nonspeech,13.76,13.94
speech,13.94,15.15
nonspeech,15.15,15.24
speech,15.24,15.84
nonspeech,15.84,17.22
speech,17.22,17.98
nonspeech,17.98,18.3
speech,18.3,20.55
nonspeech,20.55,20.79
speech,20.79,22.3
nonspeech,22.3,22.91
speech,22.91,31.51
nonspeech,31.51,31.75
speech,31.75,35.88
nonspeech,35.88,35.98
speech,35.98,48.03
nonspeech,48.03,48.04
speech,48.04,60.22
nonspeech,60.22,60.23
