label,start,stop
nonspeech,0.0,1.91
speech,1.91,2.58
nonspeech,2.58,3.56
speech,3.56,6.9
nonspeech,6.9,7.03
speech,7.03,8.82
nonspeech,8.82,10.78
speech,10.78,13.0
nonspeech,13.0,13.07
speech,13.07,13.64
nonspeech,13.64,14.99
speech,14.99,16.13
nonspeech,16.13,16.93
speech,16.93,17.52
nonspeech,17.52,20.09
speech,20.09,22.1
nonspeech,22.1,24.47
speech,24.47,28.72
nonspeech,28.72,32.18
speech,32.18,33.93
nonspeech,33.93,36.13
speech,36.13,38.45
nonspeech,38.45,38.99
speech,38.99,39.53
nonspeech,39.53,42.39
speech,42.39,44.5
nonspeech,44.5,46.37
speech,46.37,49.07
nonspeech,49.07,51.14
speech,51.14,52.59
nonspeech,52.59,55.9
speech,55.9,56.83
nonspeech,56.83,57.75
speech,57.75,58.25
nonspeech,58.25,60.01
