label,start,stop
nonspeech,0.0,0.44
speech,0.44,2.69
nonspeech,2.69,2.86
speech,2.86,5.79
nonspeech,5.79,6.25
speech,6.25,9.61
nonspeech,9.61,10.06
speech,10.06,11.33
nonspeech,11.33,11.63
speech,11.63,14.06
nonspeech,14.06,14.19
speech,14.19,14.92
nonspeech,14.92,15.01
speech,15.01,17.49
nonspeech,17.49,17.66
speech,17.66,20.16
nonspeech,20.16,20.84
speech,20.84,21.39
nonspeech,21.39,21.81
speech,21.81,24.28
nonspeech,24.28,25.27
speech,25.27,27.09
nonspeech,27.09,28.03
speech,28.03,30.12
nonspeech,30.12,31.41
speech,31.41,34.46
nonspeech,34.46,34.47
speech,34.47,37.52
nonspeech,37.52,38.26
speech,38.26,39.85
nonspeech,39.85,40.75
speech,40.75,41.37
nonspeech,41.37,41.85
speech,41.85,44.24
nonspeech,44.24,44.89
speech,44.89,46.02
nonspeech,46.02,46.06
speech,46.06,50.12
nonspeech,50.12,50.17
speech,50.17,55.41
nonspeech,55.41,55.45
speech,55.45,57.41
nonspeech,57.41,57.49
speech,57.49,58.81
nonspeech,58.81,58.87
speech,58.87,60.0
nonspeech,60.0,60.01
