label,start,stop
nonspeech,0.0,0.4
speech,0.4,3.2
nonspeech,3.2,3.51
speech,3.51,6.64
nonspeech,6.64,6.79
speech,6.79,9.03
nonspeech,9.03,9.2
speech,9.2,11.06
nonspeech,11.06,12.22
speech,12.22,15.69
nonspeech,15.69,15.9
speech,15.9,18.05
nonspeech,18.05,18.06
speech,18.06,19.35
nonspeech,19.35,19.46
speech,19.46,20.62
nonspeech,20.62,21.2
speech,21.2,21.8
nonspeech,21.8,21.93
speech,21.93,23.12
nonspeech,23.12,23.27
speech,23.27,23.95
nonspeech,23.95,24.06
speech,24.06,29.3
nonspeech,29.3,29.66
speech,29.66,33.44
nonspeech,33.44,33.74
speech,33.74,38.29
nonspeech,38.29,38.57
speech,38.57,40.39
nonspeech,40.39,40.61
speech,40.61,43.33
nonspeech,43.33,44.08
speech,44.08,48.53
nonspeech,48.53,48.73
speech,48.73,50.63
nonspeech,50.63,51.24
speech,51.24,52.63
nonspeech,52.63,52.86
speech,52.86,56.63
nonspeech,56.63,56.81
speech,56.81,61.87
nonspeech,61.87,61.91
