label,start,stop
nonspeech,0.0,0.18
speech,0.18,2.06
nonspeech,2.06,2.27
speech,2.27,11.86
nonspeech,11.86,11.89
speech,11.89,15.53
nonspeech,15.53,16.14
speech,16.14,16.61
nonspeech,16.61,16.68
speech,16.68,17.73
nonspeech,17.73,17.92
speech,17.92,20.2
nonspeech,20.2,20.21
speech,20.21,20.65
nonspeech,20.65,20.74
speech,20.74,21.38
nonspeech,21.38,21.61
speech,21.61,22.24
nonspeech,22.24,22.69
speech,22.69,26.36
nonspeech,26.36,26.4
speech,26.4,27.51
nonspeech,27.51,27.62
speech,27.62,35.38
nonspeech,35.38,35.51
speech,35.51,36.29
nonspeech,36.29,36.36
speech,36.36,40.42
nonspeech,40.42,40.43
speech,40.43,41.24
nonspeech,41.24,41.27
speech,41.27,45.31
nonspeech,45.31,45.42
speech,45.42,46.12
nonspeech,46.12,46.2
speech,46.2,47.2
nonspeech,47.2,47.36
speech,47.36,51.08
nonspeech,51.08,51.26
speech,51.26,55.21
nonspeech,55.21,55.23
speech,55.23,55.76
nonspeech,55.76,56.05
speech,56.05,57.13
nonspeech,57.13,57.66
speech,57.66,59.96
nonspeech,59.96,60.01
