label,start,stop
speech,0.0,0.74
nonspeech,0.74,1.3
speech,1.3,4.13
nonspeech,4.13,4.93
speech,4.93,7.13
nonspeech,7.13,7.74
speech,7.74,9.25
nonspeech,9.25,9.35
speech,9.35,11.96
nonspeech,11.96,12.1
speech,12.1,14.24
nonspeech,14.24,14.83
speech,14.83,16.11
nonspeech,16.11,16.38
speech,16.38,18.61
nonspeech,18.61,19.12
speech,19.12,22.6
nonspeech,22.6,22.72
speech,22.72,26.63
nonspeech,26.63,26.82
speech,26.82,28.59
nonspeech,28.59,28.84
speech,28.84,30.56
nonspeech,30.56,31.73
speech,31.73,33.52
nonspeech,33.52,33.85
speech,33.85,35.18
nonspeech,35.18,35.39
speech,35.39,37.36
nonspeech,37.36,38.04
speech,38.04,41.15
nonspeech,41.15,41.48
speech,41.48,43.06
nonspeech,43.06,44.09
speech,44.09,49.52
nonspeech,49.52,49.57
speech,49.57,52.41
nonspeech,52.41,52.65
speech,52.65,54.02
nonspeech,54.02,54.45
speech,54.45,55.03
nonspeech,55.03,55.74
speech,55.74,56.56
nonspeech,56.56,56.7
speech,56.7,60.21
nonspeech,60.21,60.44
speech,60.44,61.02
nonspeech,61.02,61.04
