label,start,stop
nonspeech,0.0,0.01
speech,0.01,3.36
nonspeech,3.36,3.75
speech,3.75,4.62
nonspeech,4.62,6.08
speech,6.08,6.54
nonspeech,6.54,8.56
speech,8.56,15.87
nonspeech,15.87,16.42
speech,16.42,21.15
nonspeech,21.15,21.9
speech,21.9,22.43
nonspeech,22.43,23.04
speech,23.04,23.56
nonspeech,23.56,23.64
speech,23.64,24.67
nonspeech,24.67,25.34
speech,25.34,27.76
nonspeech,27.76,28.01
speech,28.01,35.0
nonspeech,35.0,38.98
speech,38.98,42.44
nonspeech,42.44,43.25
speech,43.25,48.34
nonspeech,48.34,48.78
speech,48.78,55.81
nonspeech,55.81,56.31
speech,56.31,57.17
nonspeech,57.17,57.29
speech,57.29,57.89
nonspeech,57.89,57.91
speech,57.91,59.12
nonspeech,59.12,60.27
