label,start,stop
nonspeech,0.0,0.01
speech,0.01,10.74
nonspeech,10.74,12.07
speech,12.07,14.19
nonspeech,14.19,15.1
speech,15.1,15.71
nonspeech,15.71,15.74
speech,15.74,16.35
nonspeech,16.35,16.51
speech,16.51,17.28
nonspeech,17.28,17.36
speech,17.36,20.9
nonspeech,20.9,21.1
speech,21.1,24.64
nonspeech,24.64,24.67
speech,24.67,26.53
nonspeech,26.53,26.6
speech,26.6,28.47
nonspeech,28.47,28.77
speech,28.77,30.87
nonspeech,30.87,31.02
speech,31.02,44.25
nonspeech,44.25,44.29
speech,44.29,46.25
nonspeech,46.25,49.1
speech,49.1,50.0
nonspeech,50.0,51.28
speech,51.28,52.01
nonspeech,52.01,52.54
speech,52.54,53.05
nonspeech,53.05,53.29
speech,53.29,54.86
nonspeech,54.86,56.02
speech,56.02,56.62
nonspeech,56.62,58.97
speech,58.97,60.94
nonspeech,60.94,60.95
