label,start,stop
nonspeech,0.0,0.01
speech,0.01,5.65
nonspeech,5.65,5.83
speech,5.83,12.47
nonspeech,12.47,12.52
speech,12.52,13.03
nonspeech,13.03,14.29
speech,14.29,14.33
nonspeech,14.33,14.36
speech,14.36,14.91
nonspeech,14.91,15.0
speech,15.0,15.01
nonspeech,15.01,18.0
speech,18.0,18.86
nonspeech,18.86,18.94
speech,18.94,23.88
nonspeech,23.88,24.24
speech,24.24,25.33
nonspeech,25.33,25.64
speech,25.64,27.19
nonspeech,27.19,27.37
speech,27.37,27.95
nonspeech,27.95,28.11
speech,28.11,31.4
nonspeech,31.4,31.78
speech,31.78,32.89
nonspeech,32.89,32.9
speech,32.9,32.91
nonspeech,32.91,34.94
speech,34.94,35.36
nonspeech,35.36,35.88
speech,35.88,39.14
nonspeech,39.14,39.47
speech,39.47,40.48
nonspeech,40.48,41.17
speech,41.17,45.18
nonspeech,45.18,45.5
speech,45.5,50.43
nonspeech,50.43,52.87
speech,52.87,53.8
nonspeech,53.8,53.98
speech,53.98,57.28
nonspeech,57.28,57.29
speech,57.29,58.79
nonspeech,58.79,59.02
speech,59.02,60.91
nonspeech,60.91,61.01
speech,61.01,61.67
nonspeech,61.67,61.68
