label,start,stop
nonspeech,0.0,0.11
speech,0.11,10.92
nonspeech,10.92,15.92
speech,15.92,17.87
nonspeech,17.87,18.64
speech,18.64,21.21
nonspeech,21.21,24.45
speech,24.45,25.29
nonspeech,25.29,25.66
speech,25.66,26.86
nonspeech,26.86,26.97
speech,26.97,28.11
nonspeech,28.11,34.8
speech,34.8,35.64
nonspeech,35.64,48.53
speech,48.53,49.48
nonspeech,49.48,51.35
speech,51.35,52.19
nonspeech,52.19,54.04
speech,54.04,54.49
nonspeech,54.49,54.63
speech,54.63,56.39
nonspeech,56.39,56.95
speech,56.95,57.6
nonspeech,57.6,59.09
speech,59.09,60.6
nonspeech,60.6,60.61
