label,start,stop
nonspeech,0.0,0.02
speech,0.02,0.46
nonspeech,0.46,0.73
speech,0.73,1.73
nonspeech,1.73,2.0
speech,2.0,2.55
nonspeech,2.55,2.76
speech,2.76,4.48
nonspeech,4.48,5.07
speech,5.07,8.44
nonspeech,8.44,8.89
speech,8.89,13.56
nonspeech,13.56,14.05
speech,14.05,15.58
nonspeech,15.58,15.71
speech,15.71,17.08
nonspeech,17.08,18.29
speech,18.29,19.02
nonspeech,19.02,19.91
speech,19.91,21.76
nonspeech,21.76,22.19
speech,22.19,22.8
nonspeech,22.8,22.86
speech,22.86,24.03
nonspeech,24.03,24.94
speech,24.94,30.97
nonspeech,30.97,31.14
speech,31.14,34.65
nonspeech,34.65,34.93
speech,34.93,36.18
nonspeech,36.18,36.54
speech,36.54,39.9
nonspeech,39.9,39.96
speech,39.96,42.52
nonspeech,42.52,42.7
speech,42.7,49.7
nonspeech,49.7,49.83
speech,49.83,51.49
nonspeech,51.49,51.78
speech,51.78,54.79
nonspeech,54.79,55.05
speech,55.05,56.51
nonspeech,56.51,56.99
speech,56.99,57.86
nonspeech,57.86,58.86
speech,58.86,61.49
nonspeech,61.49,61.55
