label,start,stop
nonspeech,0.0,1.06
speech,1.06,4.69
nonspeech,4.69,4.88
speech,4.88,5.3
nonspeech,5.3,5.78
speech,5.78,7.04
nonspeech,7.04,7.17
speech,7.17,10.35
nonspeech,10.35,11.46
speech,11.46,13.17
nonspeech,13.17,14.99
speech,14.99,17.9
nonspeech,17.9,18.71
speech,18.71,24.51
nonspeech,24.51,25.44
speech,25.44,29.88
nonspeech,29.88,30.34
speech,30.34,32.51
nonspeech,32.51,32.74
speech,32.74,35.61
nonspeech,35.61,36.08
speech,36.08,37.15
nonspeech,37.15,37.57
speech,37.57,38.97
nonspeech,38.97,39.02
speech,39.02,41.64
nonspeech,41.64,41.79
speech,41.79,42.74
nonspeech,42.74,43.08
speech,43.08,46.79
nonspeech,46.79,46.86
speech,46.86,47.36
nonspeech,47.36,47.5
speech,47.5,50.8
nonspeech,50.8,51.08
speech,51.08,54.86
nonspeech,54.86,56.37
speech,56.37,57.4
nonspeech,57.4,57.73
speech,57.73,60.0
nonspeech,60.0,60.01
