label,start,stop
nonspeech,0.0,0.01
speech,0.01,0.72
nonspeech,0.72,3.11
speech,3.11,4.62
nonspeech,4.62,6.92
speech,6.92,7.93
nonspeech,7.93,10.1
speech,10.1,10.94
nonspeech,10.94,13.45
speech,13.45,16.53
nonspeech,16.53,18.61
speech,18.61,19.1
nonspeech,19.1,21.13
speech,21.13,21.61
nonspeech,21.61,24.97
speech,24.97,25.44
nonspeech,25.44,34.93
speech,34.93,36.81
nonspeech,36.81,37.78
speech,37.78,39.2
nonspeech,39.2,57.43
speech,57.43,59.08
nonspeech,59.08,59.22
speech,59.22,61.0
nonspeech,61.0,61.29
