label,start,stop
nonspeech,0.0,0.08
speech,0.08,1.99
nonspeech,1.99,2.46
speech,2.46,3.32
nonspeech,3.32,3.35
speech,3.35,7.46
nonspeech,7.46,7.65
speech,7.65,9.44
nonspeech,9.44,9.99
speech,9.99,12.05
nonspeech,12.05,12.23
speech,12.23,13.19
nonspeech,13.19,13.99
speech,13.99,16.41
nonspeech,16.41,16.56
speech,16.56,17.86
nonspeech,17.86,17.93
speech,17.93,19.29
nonspeech,19.29,19.95
speech,19.95,21.96
nonspeech,21.96,22.04
speech,22.04,23.55
nonspeech,23.55,23.6
speech,23.6,27.4
nonspeech,27.4,27.7
speech,27.7,29.8
nonspeech,29.8,30.05
speech,30.05,32.45
nonspeech,32.45,32.83
speech,32.83,34.77
nonspeech,34.77,34.92
speech,34.92,35.63
nonspeech,35.63,35.68
speech,35.68,38.09
nonspeech,38.09,38.62
speech,38.62,40.46
nonspeech,40.46,40.56
speech,40.56,44.21
nonspeech,44.21,44.32
speech,44.32,45.09
nonspeech,45.09,45.47
speech,45.47,48.4
nonspeech,48.4,48.41
speech,48.41,51.35
nonspeech,51.35,51.65
speech,51.65,53.21
nonspeech,53.21,53.72
speech,53.72,55.24
nonspeech,55.24,55.33
speech,55.33,59.27
nonspeech,59.27,59.44
speech,59.44,61.58
nonspeech,61.58,61.59
