label,start,stop
nonspeech,0.0,0.13
speech,0.13,2.29
nonspeech,2.29,2.65
speech,2.65,4.08
nonspeech,4.08,4.26
speech,4.26,9.46
nonspeech,9.46,9.65
speech,9.65,15.64
nonspeech,15.64,15.93
speech,15.93,17.04
nonspeech,17.04,17.19
speech,17.19,24.88
nonspeech,24.88,25.17
speech,25.17,25.81
nonspeech,25.81,25.82
speech,25.82,25.83
nonspeech,25.83,25.88
speech,25.88,30.66
nonspeech,30.66,31.01
speech,31.01,32.94
nonspeech,32.94,33.08
speech,33.08,34.26
nonspeech,34.26,35.14
speech,35.14,39.43
nonspeech,39.43,39.66
speech,39.66,42.67
nonspeech,42.67,42.91
speech,42.91,44.59
nonspeech,44.59,45.02
speech,45.02,50.38
nonspeech,50.38,50.58
speech,50.58,51.84
nonspeech,51.84,51.97
speech,51.97,58.62
nonspeech,58.62,59.99
