label,start,stop
nonspeech,0.0,0.01
speech,0.01,0.7
nonspeech,0.7,0.93
speech,0.93,2.05
nonspeech,2.05,2.26
speech,2.26,3.33
nonspeech,3.33,3.55
speech,3.55,4.44
nonspeech,4.44,4.75
speech,4.75,6.22
nonspeech,6.22,6.55
speech,6.55,8.38
nonspeech,8.38,8.73
speech,8.73,10.88
nonspeech,10.88,11.71
speech,11.71,13.66
nonspeech,13.66,14.04
speech,14.04,17.35
nonspeech,17.35,17.51
speech,17.51,19.44
nonspeech,19.44,19.6
speech,19.6,22.22
nonspeech,22.22,22.79
speech,22.79,24.01
nonspeech,24.01,24.45
speech,24.45,26.95
nonspeech,26.95,27.2
speech,27.2,28.51
nonspeech,28.51,28.7
speech,28.7,29.63
nonspeech,29.63,29.8
speech,29.8,32.23
nonspeech,32.23,32.74
speech,32.74,33.94
nonspeech,33.94,34.1
speech,34.1,34.45
nonspeech,34.45,34.67
speech,34.67,36.9
nonspeech,36.9,37.19
speech,37.19,38.23
nonspeech,38.23,38.75
speech,38.75,40.87
nonspeech,40.87,41.17
speech,41.17,41.84
nonspeech,41.84,41.97
speech,41.97,45.28
nonspeech,45.28,45.67
speech,45.67,46.49
nonspeech,46.49,46.52
speech,46.52,48.75
nonspeech,48.75,49.37
speech,49.37,51.44
nonspeech,51.44,51.85
speech,51.85,53.82
nonspeech,53.82,54.03
speech,54.03,56.86
nonspeech,56.86,57.07
speech,57.07,58.25
nonspeech,58.25,58.79
speech,58.79,60.0
nonspeech,60.0,60.01
