label,start,stop
nonspeech,0.0,0.01
speech,0.01,1.03
nonspeech,1.03,1.51
speech,1.51,5.58
nonspeech,5.58,5.84
speech,5.84,7.22
nonspeech,7.22,7.52
speech,7.52,11.52
nonspeech,11.52,11.82
speech,11.82,14.66
nonspeech,14.66,14.85
speech,14.85,16.99
nonspeech,16.99,17.18
speech,17.18,21.88
nonspeech,21.88,22.04
speech,22.04,24.91
nonspeech,24.91,25.06
speech,25.06,27.23
nonspeech,27.23,27.32
speech,27.32,33.35
nonspeech,33.35,33.7
speech,33.7,38.9
nonspeech,38.9,38.99
speech,38.99,45.01
nonspeech,45.01,45.29
speech,45.29,48.94
nonspeech,48.94,49.11
speech,49.11,50.67
nonspeech,50.67,50.75
speech,50.75,54.66
nonspeech,54.66,54.83
speech,54.83,56.64
nonspeech,56.64,56.66
speech,56.66,56.75
nonspeech,56.75,57.38
speech,57.38,57.9
nonspeech,57.9,58.01
speech,58.01,58.56
nonspeech,58.56,58.7
speech,58.7,61.39
nonspeech,61.39,61.4
