label,start,stop
nonspeech,0.0,0.01
speech,0.01,1.23
nonspeech,1.23,1.33
speech,1.33,4.71
nonspeech,4.71,8.1
speech,8.1,9.27
nonspeech,9.27,9.95
speech,9.95,12.54
nonspeech,12.54,13.84
speech,13.84,14.51
nonspeech,14.51,20.54
speech,20.54,21.01
nonspeech,21.01,21.39
speech,21.39,21.89
nonspeech,21.89,21.9
speech,21.9,22.64
nonspeech,22.64,23.15
speech,23.15,23.74
nonspeech,23.74,24.51
speech,24.51,27.3
nonspeech,27.3,28.17
speech,28.17,29.19
nonspeech,29.19,29.86
speech,29.86,31.47
nonspeech,31.47,32.87
speech,32.87,33.78
nonspeech,33.78,34.38
speech,34.38,34.9
nonspeech,34.9,35.17
speech,35.17,36.56
nonspeech,36.56,36.65
speech,36.65,38.35
nonspeech,38.35,39.96
speech,39.96,40.83
nonspeech,40.83,44.22
speech,44.22,46.1
nonspeech,46.1,48.74
speech,48.74,50.67
nonspeech,50.67,51.61
speech,51.61,52.8
nonspeech,52.8,53.34
speech,53.34,55.18
nonspeech,55.18,55.82
speech,55.82,57.36
nonspeech,57.36,58.06
speech,58.06,58.91
nonspeech,58.91,59.16
speech,59.16,60.43
nonspeech,60.43,60.44
