label,start,stop
nonspeech,0.0,0.54
speech,0.54,2.98
nonspeech,2.98,3.41
speech,3.41,7.0
nonspeech,7.0,7.09
speech,7.09,10.9
nonspeech,10.9,10.91
speech,10.91,12.04
nonspeech,12.04,12.37
speech,12.37,17.04
nonspeech,17.04,17.37
speech,17.37,21.15
nonspeech,21.15,21.32
speech,21.32,23.87
nonspeech,23.87,23.99
speech,23.99,25.91
nonspeech,25.91,26.04
speech,26.04,26.86
nonspeech,26.86,27.06
speech,27.06,27.71
nonspeech,27.71,27.75
speech,27.75,29.3
nonspeech,29.3,29.46
speech,29.46,30.93
nonspeech,30.93,31.08
speech,31.08,33.25
nonspeech,33.25,33.74
speech,33.74,36.94
nonspeech,36.94,37.02
speech,37.02,40.79
nonspeech,40.79,40.82
speech,40.82,43.88
nonspeech,43.88,44.36
speech,44.36,48.23
nonspeech,48.23,48.35
speech,48.35,52.02
nonspeech,52.02,52.14
speech,52.14,55.01
nonspeech,55.01,55.14
speech,55.14,56.02
nonspeech,56.02,56.12
speech,56.12,59.01
nonspeech,59.01,59.19
speech,59.19,60.01
nonspeech,60.01,60.18
