label,start,stop
nonspeech,0.0,0.22
speech,0.22,1.03
nonspeech,1.03,1.18
speech,1.18,8.44
nonspeech,8.44,8.45
speech,8.45,13.26
nonspeech,13.26,13.34
speech,13.34,14.87
nonspeech,14.87,15.14
speech,15.14,21.36
nonspeech,21.36,21.87
speech,21.87,25.14
nonspeech,25.14,25.25
speech,25.25,29.0
nonspeech,29.0,29.15
speech,29.15,32.66
nonspeech,32.66,32.97
speech,32.97,34.89
nonspeech,34.89,35.02
speech,35.02,39.08
nonspeech,39.08,39.18
speech,39.18,39.71
nonspeech,39.71,39.8
speech,39.8,43.52
nonspeech,43.52,43.79
speech,43.79,45.18
nonspeech,45.18,45.35
speech,45.35,46.01
nonspeech,46.01,46.83
speech,46.83,50.64
nonspeech,50.64,51.15
speech,51.15,53.16
nonspeech,53.16,54.26
speech,54.26,60.0
nonspeech,60.0,60.01
