label,start,stop
nonspeech,0.0,0.05
speech,0.05,3.88
nonspeech,3.88,4.25
speech,4.25,6.38
nonspeech,6.38,6.5
speech,6.5,8.76
nonspeech,8.76,9.24
speech,9.24,9.48
nonspeech,9.48,9.71
speech,9.71,11.48
nonspeech,11.48,11.68
speech,11.68,14.51
nonspeech,14.51,14.57
speech,14.57,19.63
nonspeech,19.63,20.66
speech,20.66,21.73
nonspeech,21.73,21.74
speech,21.74,22.48
nonspeech,22.48,22.51
speech,22.51,22.55
nonspeech,22.55,22.71
speech,22.71,24.41
nonspeech,24.41,24.42
speech,24.42,24.5
nonspeech,24.5,24.53
speech,24.53,25.22
nonspeech,25.22,25.53
speech,25.53,25.75
nonspeech,25.75,25.82
speech,25.82,25.85
nonspeech,25.85,25.99
speech,25.99,28.68
nonspeech,28.68,28.79
speech,28.79,29.83
nonspeech,29.83,30.0
speech,30.0,30.6
nonspeech,30.6,31.0
speech,31.0,32.77
nonspeech,32.77,33.96
speech,33.96,33.99
nonspeech,33.99,34.15
speech,34.15,35.8
nonspeech,35.8,36.03
speech,36.03,36.66
nonspeech,36.66,36.89
speech,36.89,41.38
nonspeech,41.38,42.33
speech,42.33,43.47
nonspeech,43.47,44.81
speech,44.81,45.29
nonspeech,45.29,46.37
speech,46.37,53.09
nonspeech,53.09,53.69
speech,53.69,58.01
nonspeech,58.01,58.1
speech,58.1,60.0
nonspeech,60.0,60.01
