label,start,stop
nonspeech,0.0,0.01
speech,0.01,0.48
nonspeech,0.48,0.52
speech,0.52,2.97
nonspeech,2.97,3.03
speech,3.03,4.13
nonspeech,4.13,4.41
speech,4.41,6.04
nonspeech,6.04,6.23
speech,6.23,8.76
nonspeech,8.76,8.91
speech,8.91,13.83
nonspeech,13.83,13.96
speech,13.96,15.0
nonspeech,15.0,15.12
speech,15.12,17.05
nonspeech,17.05,17.07
speech,17.07,18.72
nonspeech,18.72,18.93
speech,18.93,19.71
nonspeech,19.71,20.0
speech,20.0,22.48
nonspeech,22.48,22.57
speech,22.57,25.49
nonspeech,25.49,25.77
speech,25.77,30.64
nonspeech,30.64,30.65
speech,30.65,32.44
nonspeech,32.44,32.45
speech,32.45,33.0
nonspeech,33.0,33.06
speech,33.06,38.4
nonspeech,38.4,38.6
speech,38.6,40.59
nonspeech,40.59,40.64
speech,40.64,45.17
nonspeech,45.17,45.3
speech,45.3,49.9
nonspeech,49.9,50.85
speech,50.85,51.76
nonspeech,51.76,51.98
speech,51.98,59.98
nonspeech,59.98,60.19
speech,60.19,60.47
nonspeech,60.47,60.48
