label,start,stop
nonspeech,0.0,0.01
speech,0.01,0.27
nonspeech,0.27,0.29
speech,0.29,5.02
nonspeech,5.02,5.13
speech,5.13,7.82
nonspeech,7.82,8.27
speech,8.27,8.8
nonspeech,8.8,8.89
speech,8.89,10.04
nonspeech,10.04,10.22
speech,10.22,12.77
nonspeech,12.77,12.99
speech,12.99,15.19
nonspeech,15.19,15.22
speech,15.22,19.7
nonspeech,19.7,19.82
speech,19.82,20.77
nonspeech,20.77,20.92
speech,20.92,25.64
nonspeech,25.64,25.67
speech,25.67,25.73
nonspeech,25.73,25.84
speech,25.84,26.96
nonspeech,26.96,27.05
speech,27.05,29.08
nonspeech,29.08,29.1
speech,29.1,32.17
nonspeech,32.17,32.22
speech,32.22,50.72
nonspeech,50.72,50.89
speech,50.89,52.26
nonspeech,52.26,52.28
speech,52.28,54.95
nonspeech,54.95,55.04
speech,55.04,56.9
nonspeech,56.9,57.02
speech,57.02,58.97
nonspeech,58.97,59.13
speech,59.13,61.1
nonspeech,61.1,61.19
speech,61.19,61.43
nonspeech,61.43,61.44
