label,start,stop
nonspeech,0.0,1.03
speech,1.03,2.96
nonspeech,2.96,3.25
speech,3.25,3.74
nonspeech,3.74,3.96
speech,3.96,5.94
nonspeech,5.94,6.1
speech,6.1,7.79
nonspeech,7.79,7.88
speech,7.88,11.97
nonspeech,11.97,12.04
speech,12.04,13.91
nonspeech,13.91,14.13
speech,14.13,15.35
nonspeech,15.35,15.49
speech,15.49,17.02
nonspeech,17.02,17.3
speech,17.3,22.53
nonspeech,22.53,22.6
speech,22.6,25.18
nonspeech,25.18,25.41
speech,25.41,33.73
nonspeech,33.73,33.83
speech,33.83,36.7
nonspeech,36.7,36.73
speech,36.73,38.64
nonspeech,38.64,38.67
speech,38.67,42.86
nonspeech,42.86,42.97
speech,42.97,46.14
nonspeech,46.14,46.44
speech,46.44,49.58
nonspeech,49.58,49.79
speech,49.79,51.96
nonspeech,51.96,52.41
speech,52.41,56.12
nonspeech,56.12,56.44
speech,56.44,59.71
nonspeech,59.71,59.99
