label,start,stop
nonspeech,0.0,0.02
speech,0.02,1.45
nonspeech,1.45,1.58
speech,1.58,4.79
nonspeech,4.79,4.84
speech,4.84,9.19
nonspeech,9.19,9.3
speech,9.3,10.22
nonspeech,10.22,10.36
speech,10.36,10.79
nonspeech,10.79,10.87
speech,10.87,12.85
nonspeech,12.85,13.11
speech,13.11,18.24
nonspeech,18.24,18.35
speech,18.35,22.24
nonspeech,22.24,22.49
speech,22.49,24.03
nonspeech,24.03,24.19
speech,24.19,29.33
nonspeech,29.33,29.62
speech,29.62,31.33
nonspeech,31.33,31.36
speech,31.36,32.74
nonspeech,32.74,32.83
speech,32.83,35.26
nonspeech,35.26,35.33
speech,35.33,36.24
nonspeech,36.24,36.88
speech,36.88,38.23
nonspeech,38.23,38.98
speech,38.98,42.44
nonspeech,42.44,42.61
speech,42.61,44.5
nonspeech,44.5,44.71
speech,44.71,46.87
nonspeech,46.87,47.35
speech,47.35,48.26
nonspeech,48.26,48.86
speech,48.86,49.73
nonspeech,49.73,49.75
speech,49.75,50.66
nonspeech,50.66,50.74
speech,50.74,52.68
nonspeech,52.68,52.79
speech,52.79,55.26
nonspeech,55.26,55.27
speech,55.27,56.82
nonspeech,56.82,56.89
speech,56.89,61.9
nonspeech,61.9,61.91
