label,start,stop
nonspeech,0.0,0.05
speech,0.05,0.52
nonspeech,0.52,0.57
speech,0.57,4.04
nonspeech,4.04,4.68
speech,4.68,7.01
nonspeech,7.01,7.06
speech,7.06,10.21
nonspeech,10.21,10.8
speech,10.8,15.33
nonspeech,15.33,15.5
speech,15.5,16.41
nonspeech,16.41,16.98
speech,16.98,35.0
nonspeech,35.0,35.49
speech,35.49,38.69
nonspeech,38.69,38.82
speech,38.82,39.99
nonspeech,39.99,40.52
speech,40.52,41.05
nonspeech,41.05,41.33
speech,41.33,43.78
nonspeech,43.78,43.92
speech,43.92,44.91
nonspeech,44.91,45.61
speech,45.61,55.24
nonspeech,55.24,55.69
speech,55.69,56.33
nonspeech,56.33,56.67
speech,56.67,57.6
nonspeech,57.6,58.11
speech,58.11,60.0
nonspeech,60.0,60.01
